line_id,quotation_id,line_number,item_type,product_variant_id,service_id,subscription_plan_id,description,quantity,unit_price,discount_percent,discount_amount,tax_rate,tax_amount,line_total,billing_type,fulfillment_warehouse_id,fulfillment_status
QL-00310,QT-MUM-0070,1,PRODUCT,VAR-0652,,,APC NetShelter Metered Rack PDU 16A 230V (8 Outlets) / + Extended Battery Module (EBM) 2U Pack,10,44800.00,5.00,22400.00,18.0,76608.00,502208.00,ONE_TIME,WH-001,ALLOCATED
QL-00311,QT-MUM-0070,2,PRODUCT,VAR-0578,,,Fortinet FortiGate 70F High-Performance NGFW / + 1-Year Enterprise Unified Threat Protection Suite,20,118600.00,10.00,237200.00,18.0,384264.00,2519064.00,ONE_TIME,WH-001,ALLOCATED
QL-00312,QT-MUM-0070,3,PRODUCT,VAR-0446,,,Lenovo ThinkCentre M75q Gen 2 AMD Tiny / 32GB DDR5 / 1TB NVMe / Win 11 Pro,5,68320.00,0.00,0.00,18.0,61488.00,403088.00,ONE_TIME,WH-001,ALLOCATED
QL-00313,QT-MUM-0070,4,PRODUCT,VAR-0537,,,Samsung PM9A3 7.68TB U.2 NVMe PCIe 4.0 SSD (Pack of 4) / 128TB Raw / 32Gb Fibre Channel SAN Gateway,20,327600.00,5.00,327600.00,18.0,1120392.00,7344792.00,ONE_TIME,WH-001,ALLOCATED
QL-00314,QT-MUM-0070,5,PRODUCT,VAR-0547,,,Cisco Meraki MS120-24P Cloud-Managed 24-Port PoE Switch / Redundant AC Power Supply & Stacking Module,10,158400.00,7.50,118800.00,18.0,263736.00,1728936.00,ONE_TIME,WH-001,ALLOCATED
QL-00315,QT-MUM-0071,1,PRODUCT,VAR-0160,,,Lenovo ThinkSystem SR665 V3 2U Dual AMD 128-Core / 128GB ECC / 2x 1.92TB SAS SSD / Redundant 1100W PSU,25,564000.00,3.00,423000.00,18.0,2461860.00,16138860.00,ONE_TIME,WH-001,ALLOCATED
QL-00316,QT-MUM-0071,2,PRODUCT,VAR-0311,,,OnePlus 12R 256GB / Iron Gray,10,45999.00,5.00,22999.50,18.0,78658.29,515648.79,ONE_TIME,WH-001,ALLOCATED
QL-00317,QT-MUM-0071,3,PRODUCT,VAR-0011,,,Core i5-1335U / 16GB / 512GB SSD / Win 11 Pro,20,86000.00,10.00,172000.00,18.0,278640.00,1826640.00,ONE_TIME,WH-001,ALLOCATED
QL-00318,QT-MUM-0071,4,PRODUCT,VAR-0001,,,Core i5-1335U / 16GB / 512GB SSD / Win 11 Pro,2,82000.00,12.00,19680.00,18.0,25977.60,170297.60,ONE_TIME,WH-001,ALLOCATED
QL-00319,QT-MUM-0072,1,PRODUCT,VAR-0489,,,Dell PowerEdge R760 2U Enterprise Workhorse Flagship / 256GB ECC / 8x 1.92TB Enterprise SAS SSD / Dual 1400W,60,730800.00,5.00,2192400.00,18.0,7498008.00,49153608.00,ONE_TIME,WH-001,ALLOCATED
QL-00320,QT-MUM-0072,2,PRODUCT,VAR-0307,,,Galaxy A55 5G 128GB / Awesome Navy,25,39999.00,3.00,29999.25,18.0,174595.63,1144571.38,ONE_TIME,WH-001,ALLOCATED
QL-00321,QT-MUM-0072,3,PRODUCT,VAR-0010,,,Core Ultra 9 / 64GB / 2TB / RTX 4070 / 4K+ OLED,60,270000.00,0.00,0.00,18.0,2916000.00,19116000.00,ONE_TIME,WH-001,ALLOCATED
QL-00322,QT-MUM-0072,4,PRODUCT,VAR-0441,,,Acer Veriton M4690G Tower Corporate / 32GB DDR5 / 1TB NVMe / Win 11 Pro,25,59780.00,5.00,74725.00,18.0,255559.50,1675334.50,ONE_TIME,WH-001,ALLOCATED
QL-00323,QT-MUM-0072,5,SERVICE,,SRV-013,,Apple macOS Corporate Fleet Provisioning & Jamf Enrollment,1,1600.00,5.00,80.00,18.0,273.60,1793.60,ONE_TIME,,PENDING
QL-00324,QT-MUM-0072,6,SUBSCRIPTION,,,SUB-018,BFSI Compliant Immutable Log Retention & Audit Archival (Monthly),1,16000.00,0.00,0.00,18.0,2880.00,18880.00,RECURRING,,PENDING
QL-00325,QT-MUM-0073,1,PRODUCT,VAR-0405,,,ASUS ExpertBook B5 Flip 14-inch Convertible / 32GB DDR5 / 1TB NVMe / Win 11 Pro,60,128100.00,7.50,576450.00,18.0,1279719.00,8389269.00,ONE_TIME,WH-001,ALLOCATED
QL-00326,QT-MUM-0073,2,PRODUCT,VAR-0256,,,LG 32UN880 Ergo Arm 32-inch 4K UHD UltraFine Display / Factory Calibrated / Tilt-Swivel-Pivot,5,55200.00,5.00,13800.00,18.0,47196.00,309396.00,ONE_TIME,WH-001,ALLOCATED
QL-00327,QT-MUM-0073,3,PRODUCT,VAR-0168,,,NetApp AFF A150 All-Flash SAN/NAS Array 24x 1.92TB / Dual Controller / 10G/25G iSCSI & 32Gb FC,2,1740000.00,7.50,261000.00,18.0,579420.00,3798420.00,ONE_TIME,WH-001,ALLOCATED
QL-00328,QT-MUM-0073,4,PRODUCT,VAR-0400,,,HP ProBook 440 G10 Commercial Fleet Notebook / 32GB DDR5 / 1TB NVMe / Win 11 Pro,40,79300.00,3.00,95160.00,18.0,553831.20,3630671.20,ONE_TIME,WH-001,ALLOCATED
QL-00329,QT-MUM-0074,1,PRODUCT,VAR-0628,,,ASUS ProArt PA329CV 32-inch 4K HDR-400 Professional / + Heavy-Duty Gas-Spring Ergonomic Desk Mount,20,71700.00,3.00,43020.00,18.0,250376.40,1641356.40,ONE_TIME,WH-001,ALLOCATED
QL-00330,QT-MUM-0074,2,PRODUCT,VAR-0279,,,APC Smart-UPS On-Line SRT 2200VA 230V 2U Rack/Tower / Sealed Lead-Acid Battery / LCD Display,60,86400.00,0.00,0.00,18.0,933120.00,6117120.00,ONE_TIME,WH-001,ALLOCATED
QL-00331,QT-MUM-0074,3,PRODUCT,VAR-0292,,,Vertiv Liebert GXT5 10kVA 6U Integrated Maintenance Bypass / Sealed Lead-Acid Battery / LCD Display,5,414000.00,3.00,62100.00,18.0,361422.00,2369322.00,ONE_TIME,WH-001,ALLOCATED
QL-00332,QT-MUM-0074,4,PRODUCT,VAR-0545,,,Cisco Catalyst 9500 24-Port 25G Fiber Core Switch / Redundant AC Power Supply & Stacking Module,10,979200.00,0.00,0.00,18.0,1762560.00,11554560.00,ONE_TIME,WH-001,ALLOCATED
QL-00333,QT-MUM-0074,5,PRODUCT,VAR-0276,,,Dell P3424WEB 34-inch Curved Video Conferencing Ultrawide / Factory Calibrated / Tilt-Swivel-Pivot,40,91200.00,7.50,273600.00,18.0,607392.00,3981792.00,ONE_TIME,WH-001,ALLOCATED
QL-00334,QT-MUM-0075,1,PRODUCT,VAR-0464,,,HP Z2 Mini G9 Micro Engineering Workstation / 128GB ECC / 2TB NVMe Gen5 / Dual GPU Ready,10,139050.00,0.00,0.00,18.0,250290.00,1640790.00,ONE_TIME,WH-001,ALLOCATED
QL-00335,QT-MUM-0075,2,PRODUCT,VAR-0279,,,APC Smart-UPS On-Line SRT 2200VA 230V 2U Rack/Tower / Sealed Lead-Acid Battery / LCD Display,5,86400.00,0.00,0.00,18.0,77760.00,509760.00,ONE_TIME,WH-001,ALLOCATED
QL-00336,QT-MUM-0075,3,PRODUCT,VAR-0638,,,APC Smart-UPS On-Line SRT 10kVA 230V 6U Datacenter Row / + Extended Battery Module (EBM) 2U Pack,25,460000.00,0.00,0.00,18.0,2070000.00,13570000.00,ONE_TIME,WH-001,ALLOCATED
QL-00337,QT-MUM-0075,4,PRODUCT,VAR-0504,,,Lenovo ThinkSystem SR850 V3 2U 4-Socket Mission-Critical / 256GB ECC / 8x 1.92TB Enterprise SAS SSD / Dual 1400W,5,1287600.00,0.00,0.00,18.0,1158840.00,7596840.00,ONE_TIME,WH-001,ALLOCATED
QL-00338,QT-MUM-0075,5,PRODUCT,VAR-0193,,,Cisco Meraki MS225-48P L2 Cloud Switch with 10G SFP+ / 19-inch Rackmount / Redundant Power Ready,10,210000.00,5.00,105000.00,18.0,359100.00,2354100.00,ONE_TIME,WH-001,ALLOCATED
QL-00339,QT-MUM-0075,6,SERVICE,,SRV-009,,Corporate Boardroom Video Conferencing Integration,1,15500.00,10.00,1550.00,18.0,2511.00,16461.00,ONE_TIME,,PENDING
QL-00340,QT-MUM-0076,1,PRODUCT,VAR-0009,,,Core Ultra 7 / 32GB / 1TB / RTX 4050 / 3.2K OLED,2,210000.00,7.50,31500.00,18.0,69930.00,458430.00,ONE_TIME,WH-001,ALLOCATED
QL-00341,QT-MUM-0076,2,PRODUCT,VAR-0239,,,Check Point Quantum Spark 1570 Enterprise Security / Hardware Appliance / Base Bundle,5,86400.00,5.00,21600.00,18.0,73872.00,484272.00,ONE_TIME,WH-001,ALLOCATED
QL-00342,QT-MUM-0076,3,PRODUCT,VAR-0093,,,HP EliteDesk 805 G9 AMD Ryzen Pro Mini / 16GB RAM / 512GB NVMe / Win 11 Pro,20,68000.00,5.00,68000.00,18.0,232560.00,1524560.00,ONE_TIME,WH-001,ALLOCATED
QL-00343,QT-MUM-0076,4,PRODUCT,VAR-0155,,,Dell PowerEdge T550 2-Socket Tower Enterprise Compute / 128GB ECC / 2x 1.92TB SAS SSD / Redundant 1100W PSU,60,312000.00,7.50,1404000.00,18.0,3116880.00,20432880.00,ONE_TIME,WH-001,ALLOCATED
QL-00344,QT-MUM-0076,5,SUBSCRIPTION,,,SUB-012,Enterprise Datacenter Immutable Cloud Backup (10TB Pool) (Monthly),1,22000.00,0.00,0.00,18.0,3960.00,25960.00,RECURRING,,PENDING
QL-00345,QT-MUM-0077,1,PRODUCT,VAR-0033,,,Core i7-1355U / 16GB / 1TB SSD / OLED / Win 11 Pro,2,114000.00,5.00,11400.00,18.0,38988.00,255588.00,ONE_TIME,WH-001,ALLOCATED
QL-00346,QT-MUM-0077,2,PRODUCT,VAR-0339,,,Brother MFC-L6900DW Enterprise High-Speed All-in-One MFP / Duplex Network / Secure Pull Print,60,81600.00,7.50,367200.00,18.0,815184.00,5343984.00,ONE_TIME,WH-001,ALLOCATED
QL-00347,QT-MUM-0077,3,PRODUCT,VAR-0083,,,Apple iMac 24-inch M3 4.5K Retina All-in-One / 16GB RAM / 512GB NVMe / Win 11 Pro,2,134900.00,10.00,26980.00,18.0,43707.60,286527.60,ONE_TIME,WH-001,ALLOCATED
QL-00348,QT-MUM-0077,4,PRODUCT,VAR-0150,,,Lenovo ThinkSystem ST550 4U Enterprise Tower/Rack Server / 128GB ECC / 2x 1.92TB SAS SSD / Redundant 1100W PSU,20,276000.00,3.00,165600.00,18.0,963792.00,6318192.00,ONE_TIME,WH-001,ALLOCATED
QL-00349,QT-MUM-0078,1,PRODUCT,VAR-0257,,,LG 34WN80C-B 34-inch 21:9 Curved Ultrawide USB-C Display / Factory Calibrated / Tilt-Swivel-Pivot,2,50400.00,12.00,12096.00,18.0,15966.72,104670.72,ONE_TIME,WH-001,ALLOCATED
QL-00350,QT-MUM-0078,2,PRODUCT,VAR-0391,,,Dell Latitude 7340 13.3-inch Executive Lightweight / 32GB DDR5 / 1TB NVMe / Win 11 Pro,5,137860.00,7.50,51697.50,18.0,114768.45,752370.95,ONE_TIME,WH-001,ALLOCATED
QL-00351,QT-MUM-0078,3,PRODUCT,VAR-0013,,,Core i7-1365U / 16GB / 512GB SSD / Win 11 Pro,60,110000.00,7.50,495000.00,18.0,1098900.00,7203900.00,ONE_TIME,WH-001,ALLOCATED
QL-00352,QT-MUM-0078,4,SERVICE,,SRV-016,,Corporate Desktop & Micro-PC Desk-Side Rollout,1,1100.00,10.00,110.00,18.0,178.20,1168.20,ONE_TIME,,PENDING
QL-00353,QT-MUM-0079,1,PRODUCT,VAR-0204,,,Ubiquiti UniFi Pro 48 PoE Layer 3 600W 4x 10G SFP+ / 19-inch Rackmount / Redundant Power Ready,25,88800.00,12.00,266400.00,18.0,351648.00,2305248.00,ONE_TIME,WH-001,ALLOCATED
QL-00354,QT-MUM-0079,2,PRODUCT,VAR-0472,,,ASUS ESC700 G4 High-Performance GPU Workstation / 128GB ECC / 2TB NVMe Gen5 / Dual GPU Ready,5,340200.00,7.50,127575.00,18.0,283216.50,1856641.50,ONE_TIME,WH-001,ALLOCATED
QL-00355,QT-MUM-0079,3,PRODUCT,VAR-0097,,,Lenovo ThinkCentre M90a Pro Gen 4 27 QHD AIO / 16GB RAM / 512GB NVMe / Win 11 Pro,20,105000.00,12.00,252000.00,18.0,332640.00,2180640.00,ONE_TIME,WH-001,ALLOCATED
QL-00356,QT-MUM-0080,1,PRODUCT,VAR-0331,,,Microsoft Surface Pro 10 for Business Intel Core Ultra 7 / Stylus Support / Enterprise Security,40,149999.00,10.00,599996.00,18.0,971993.52,6371957.52,ONE_TIME,WH-001,ALLOCATED
QL-00357,QT-MUM-0080,2,PRODUCT,VAR-0163,,,Dell PowerStore 3000T High-IOPS NVMe End-to-End / Dual Controller / 10G/25G iSCSI & 32Gb FC,25,2940000.00,0.00,0.00,18.0,13230000.00,86730000.00,ONE_TIME,WH-001,ALLOCATED
QL-00358,QT-MUM-0080,3,PRODUCT,VAR-0645,,,Vertiv Liebert GXT5 3000VA 2U Mission-Critical Server UPS / + Extended Battery Module (EBM) 2U Pack,10,138400.00,7.50,103800.00,18.0,230436.00,1510636.00,ONE_TIME,WH-001,ALLOCATED
QL-00359,QT-MUM-0080,4,PRODUCT,VAR-0044,,,HP EliteBook 860 G10 16.0 Corporate Numeric / 16GB RAM / 512GB SSD / Win 11 Pro,40,94000.00,5.00,188000.00,18.0,642960.00,4214960.00,ONE_TIME,WH-001,ALLOCATED
QL-00360,QT-MUM-0080,5,SUBSCRIPTION,,,SUB-007,Cloud Endpoint Mobility Management (MDM) Enterprise Seat (Yearly),1,2600.00,0.00,0.00,18.0,468.00,3068.00,RECURRING,,PENDING
QL-00361,QT-MUM-0081,1,PRODUCT,VAR-0054,,,Microsoft Surface Laptop 6 15.0 Core Ultra 7 / 16GB RAM / 512GB SSD / Win 11 Pro,40,162999.00,7.50,488997.00,18.0,1085573.34,7116536.34,ONE_TIME,WH-001,ALLOCATED
QL-00362,QT-MUM-0081,2,PRODUCT,VAR-0224,,,Fortinet FortiGate 80F Dual WAN Bypass Firewall / Hardware Appliance / Base Bundle,10,132000.00,0.00,0.00,18.0,237600.00,1557600.00,ONE_TIME,WH-001,ALLOCATED
QL-00363,QT-MUM-0081,3,PRODUCT,VAR-0116,,,Apple Mac Pro M2 Ultra 5U Rackmount Enclosure / 64GB ECC RAM / 1TB NVMe / NVIDIA Quadro/RTX,5,779900.00,5.00,194975.00,18.0,666814.50,4371339.50,ONE_TIME,WH-001,ALLOCATED
QL-00364,QT-MUM-0081,4,PRODUCT,VAR-0242,,,Cisco Secure Firewall Firepower 1010 Desktop NGFW / Hardware Appliance / Base Bundle,25,81600.00,0.00,0.00,18.0,367200.00,2407200.00,ONE_TIME,WH-001,ALLOCATED
QL-00365,QT-MUM-0081,5,SERVICE,,SRV-026,,UPS Hot-Swappable Battery Replacement & Load Bank Test,1,6000.00,0.00,0.00,18.0,1080.00,7080.00,ONE_TIME,,PENDING
QL-00366,QT-MUM-0082,1,PRODUCT,VAR-0044,,,HP EliteBook 860 G10 16.0 Corporate Numeric / 16GB RAM / 512GB SSD / Win 11 Pro,40,94000.00,10.00,376000.00,18.0,609120.00,3993120.00,ONE_TIME,WH-001,ALLOCATED
QL-00367,QT-MUM-0082,2,PRODUCT,VAR-0596,,,Check Point Quantum Spark 1800 10GbE Security Gateway / + 1-Year Enterprise Unified Threat Protection Suite,5,277000.00,5.00,69250.00,18.0,236835.00,1552585.00,ONE_TIME,WH-001,ALLOCATED
QL-00368,QT-MUM-0082,3,PRODUCT,VAR-0487,,,Dell PowerEdge R550 2U Storage-Optimized Server / 256GB ECC / 8x 1.92TB Enterprise SAS SSD / Dual 1400W,60,417600.00,0.00,0.00,18.0,4510080.00,29566080.00,ONE_TIME,WH-001,ALLOCATED
QL-00369,QT-MUM-0083,1,PRODUCT,VAR-0162,,,Dell PowerStore 1000T Enterprise NVMe SAN Array / Dual Controller / 10G/25G iSCSI & 32Gb FC,40,1980000.00,10.00,7920000.00,18.0,12830400.00,84110400.00,ONE_TIME,WH-001,ALLOCATED
QL-00370,QT-MUM-0083,2,PRODUCT,VAR-0512,,,Dell PowerEdge R6625 1U Dual AMD EPYC 9004 Gen / 256GB ECC / 8x 1.92TB Enterprise SAS SSD / Dual 1400W,10,609000.00,12.00,730800.00,18.0,964656.00,6323856.00,ONE_TIME,WH-001,ALLOCATED
QL-00371,QT-MUM-0083,3,PRODUCT,VAR-0094,,,Lenovo ThinkCentre Neo 30a 24-inch AIO / 16GB RAM / 512GB NVMe / Win 11 Pro,2,62000.00,0.00,0.00,18.0,22320.00,146320.00,ONE_TIME,WH-001,ALLOCATED
QL-00372,QT-MUM-0084,1,PRODUCT,VAR-0158,,,Dell PowerEdge R7625 2U Dual AMD EPYC High IOPS / 128GB ECC / 2x 1.92TB SAS SSD / Redundant 1100W PSU,20,552000.00,3.00,331200.00,18.0,1927584.00,12636384.00,ONE_TIME,WH-001,ALLOCATED
QL-00373,QT-MUM-0084,2,PRODUCT,VAR-0550,,,Aruba CX 6100 24G 4SFP+ Enterprise Access Switch / Redundant AC Power Supply & Stacking Module,10,112800.00,10.00,112800.00,18.0,182736.00,1197936.00,ONE_TIME,WH-001,ALLOCATED
QL-00374,QT-MUM-0084,3,PRODUCT,VAR-0110,,,HP Z2 SFF G9 Compact Multi-Display Trading Desk / 64GB ECC RAM / 1TB NVMe / NVIDIA Quadro/RTX,60,110000.00,12.00,792000.00,18.0,1045440.00,6853440.00,ONE_TIME,WH-001,ALLOCATED
QL-00375,QT-MUM-0084,4,PRODUCT,VAR-0129,,,Dell PowerEdge R250 1U Single-Socket Entry Server / 128GB ECC / 2x 1.92TB SAS SSD / Redundant 1100W PSU,60,132000.00,5.00,396000.00,18.0,1354320.00,8878320.00,ONE_TIME,WH-001,ALLOCATED
QL-00376,QT-MUM-0084,5,SERVICE,,SRV-029,,Thunderbolt Docking Station Mass Firmware Harmonization,1,750.00,10.00,75.00,18.0,121.50,796.50,ONE_TIME,,PENDING
QL-00377,QT-MUM-0084,6,SUBSCRIPTION,,,SUB-007,Cloud Endpoint Mobility Management (MDM) Enterprise Seat (Yearly),1,2600.00,0.00,0.00,18.0,468.00,3068.00,RECURRING,,PENDING
QL-00378,QT-MUM-0085,1,PRODUCT,VAR-0387,,,Core i7-1355U / 32GB DDR5 / 1TB NVMe / Win 11 Pro,10,192760.00,0.00,0.00,18.0,346968.00,2274568.00,ONE_TIME,WH-001,ALLOCATED
QL-00379,QT-MUM-0085,2,PRODUCT,VAR-0367,,,Logitech Brio 4K Ultra HD HDR Webcam with RightLight 3 / Commercial Retail Pack,20,19800.00,12.00,47520.00,18.0,62726.40,411206.40,ONE_TIME,WH-001,ALLOCATED
QL-00380,QT-MUM-0085,3,PRODUCT,VAR-0138,,,HPE ProLiant DL20 Gen11 1U Short-Depth Edge Server / 128GB ECC / 2x 1.92TB SAS SSD / Redundant 1100W PSU,20,142000.00,10.00,284000.00,18.0,460080.00,3016080.00,ONE_TIME,WH-001,ALLOCATED
QL-00381,QT-MUM-0086,1,PRODUCT,VAR-0556,,,Aruba AP-635 Enterprise Wi-Fi 6E Tri-Band Access Point / Redundant AC Power Supply & Stacking Module,5,83520.00,10.00,41760.00,18.0,67651.20,443491.20,ONE_TIME,WH-001,ALLOCATED
QL-00382,QT-MUM-0086,2,PRODUCT,VAR-0502,,,Lenovo ThinkSystem SR650 V3 2U Flagship Core Database / 256GB ECC / 8x 1.92TB Enterprise SAS SSD / Dual 1400W,10,713400.00,5.00,356700.00,18.0,1219914.00,7997214.00,ONE_TIME,WH-001,ALLOCATED
QL-00383,QT-MUM-0086,3,PRODUCT,VAR-0195,,,Aruba CX 6100 24G 4SFP+ Enterprise Access Switch / 19-inch Rackmount / Redundant Power Ready,40,94000.00,7.50,282000.00,18.0,626040.00,4104040.00,ONE_TIME,WH-001,ALLOCATED
QL-00384,QT-MUM-0086,4,PRODUCT,VAR-0581,,,Fortinet FortiGate 200F High-Throughput Perimeter Firewall / + 1-Year Enterprise Unified Threat Protection Suite,10,433000.00,10.00,433000.00,18.0,701460.00,4598460.00,ONE_TIME,WH-001,ALLOCATED
QL-00385,QT-MUM-0087,1,PRODUCT,VAR-0165,,,Dell PowerVault ME5084 5U 84-Bay High-Density Storage / Dual Controller / 10G/25G iSCSI & 32Gb FC,10,1128000.00,5.00,564000.00,18.0,1928880.00,12644880.00,ONE_TIME,WH-001,ALLOCATED
QL-00386,QT-MUM-0087,2,PRODUCT,VAR-0071,,,Lenovo ThinkCentre M90q Gen 4 Tiny Desktop / 16GB RAM / 512GB NVMe / Win 11 Pro,25,78000.00,5.00,97500.00,18.0,333450.00,2185950.00,ONE_TIME,WH-001,ALLOCATED
QL-00387,QT-MUM-0087,3,PRODUCT,VAR-0544,,,Cisco Catalyst 9300 48-Port UPOE StackWise 480 Switch / Redundant AC Power Supply & Stacking Module,20,460800.00,0.00,0.00,18.0,1658880.00,10874880.00,ONE_TIME,WH-001,ALLOCATED
QL-00388,QT-MUM-0087,4,PRODUCT,VAR-0159,,,HPE ProLiant DL345 Gen11 2U 1P AMD Storage Server / 128GB ECC / 2x 1.92TB SAS SSD / Redundant 1100W PSU,60,336000.00,12.00,2419200.00,18.0,3193344.00,20934144.00,ONE_TIME,WH-001,ALLOCATED
QL-00389,QT-MUM-0087,5,PRODUCT,VAR-0461,,,Lenovo ThinkStation P5 Aston Martin Co-Designed Workstation / 128GB ECC / 2TB NVMe Gen5 / Dual GPU Ready,25,315900.00,7.50,592312.50,18.0,1314933.75,8620121.25,ONE_TIME,WH-001,ALLOCATED
QL-00390,QT-MUM-0087,6,SERVICE,,SRV-012,,Emergency Mumbai Onsite 4-Hour Response IT Support,1,3500.00,0.00,0.00,18.0,630.00,4130.00,ONE_TIME,,PENDING
QL-00391,QT-MUM-0088,1,PRODUCT,VAR-0373,,,Core i7-1370P / 32GB DDR5 / 1TB NVMe / Win 11 Pro,40,225700.00,10.00,902800.00,18.0,1462536.00,9587736.00,ONE_TIME,WH-001,ALLOCATED
QL-00392,QT-MUM-0088,2,PRODUCT,VAR-0636,,,APC Smart-UPS On-Line SRT 5000VA 230V 3U Enterprise Core / + Extended Battery Module (EBM) 2U Pack,60,238000.00,7.50,1071000.00,18.0,2377620.00,15586620.00,ONE_TIME,WH-001,ALLOCATED
QL-00393,QT-MUM-0088,3,PRODUCT,VAR-0245,,,Fortinet FortiGate 600F Datacenter Core 25G/40G Security / Hardware Appliance / Base Bundle,5,1104000.00,10.00,552000.00,18.0,894240.00,5862240.00,ONE_TIME,WH-001,ALLOCATED
QL-00394,QT-MUM-0088,4,PRODUCT,VAR-0329,,,Samsung Galaxy Tab Active4 Pro 10.1 Rugged Field Tablet / Stylus Support / Enterprise Security,40,62999.00,7.50,188997.00,18.0,419573.34,2750536.34,ONE_TIME,WH-001,ALLOCATED
QL-00395,QT-MUM-0088,5,PRODUCT,VAR-0065,,,Dell OptiPlex 7010 Small Form Factor / 16GB RAM / 512GB NVMe / Win 11 Pro,60,62000.00,10.00,372000.00,18.0,602640.00,3950640.00,ONE_TIME,WH-001,ALLOCATED
QL-00396,QT-MUM-0088,6,SUBSCRIPTION,,,SUB-005,Cloud Network Operations Center (NOC) Managed Switch Care (Monthly),1,1950.00,0.00,0.00,18.0,351.00,2301.00,RECURRING,,PENDING
QL-00397,QT-MUM-0089,1,PRODUCT,VAR-0290,,,Vertiv Liebert GXT5 3000VA 2U Mission-Critical Server UPS / Sealed Lead-Acid Battery / LCD Display,2,110400.00,10.00,22080.00,18.0,35769.60,234489.60,ONE_TIME,WH-001,ALLOCATED
QL-00398,QT-MUM-0089,2,PRODUCT,VAR-0331,,,Microsoft Surface Pro 10 for Business Intel Core Ultra 7 / Stylus Support / Enterprise Security,40,149999.00,0.00,0.00,18.0,1079992.80,7079952.80,ONE_TIME,WH-001,ALLOCATED
QL-00399,QT-MUM-0089,3,PRODUCT,VAR-0420,,,Dell OptiPlex 7010 Small Form Factor / 32GB DDR5 / 1TB NVMe / Win 11 Pro,2,75640.00,3.00,4538.40,18.0,26413.49,173155.09,ONE_TIME,WH-001,ALLOCATED
QL-00400,QT-MUM-0089,4,PRODUCT,VAR-0330,,,Microsoft Surface Pro 9 13-inch Core i5 8GB 256GB / Stylus Support / Enterprise Security,5,105999.00,0.00,0.00,18.0,95399.10,625394.10,ONE_TIME,WH-001,ALLOCATED
QL-00401,QT-MUM-0089,5,PRODUCT,VAR-0114,,,HP Z8 G5 Dual Xeon Scalable AI Deep Learning Rig / 64GB ECC RAM / 1TB NVMe / NVIDIA Quadro/RTX,5,552000.00,0.00,0.00,18.0,496800.00,3256800.00,ONE_TIME,WH-001,ALLOCATED
QL-00402,QT-MUM-0090,1,PRODUCT,VAR-0197,,,Aruba CX 6200F 48G Class 4 PoE 4SFP+ 740W Switch / 19-inch Rackmount / Redundant Power Ready,40,214000.00,7.50,642000.00,18.0,1425240.00,9343240.00,ONE_TIME,WH-001,ALLOCATED
QL-00403,QT-MUM-0090,2,PRODUCT,VAR-0102,,,Dell Precision 3460 Small Form Factor Trading Workstation / 64GB ECC RAM / 1TB NVMe / NVIDIA Quadro/RTX,40,106000.00,7.50,318000.00,18.0,705960.00,4627960.00,ONE_TIME,WH-001,ALLOCATED
QL-00404,QT-MUM-0090,3,PRODUCT,VAR-0033,,,Core i7-1355U / 16GB / 1TB SSD / OLED / Win 11 Pro,25,114000.00,10.00,285000.00,18.0,461700.00,3026700.00,ONE_TIME,WH-001,ALLOCATED
QL-00405,QT-MUM-0090,4,PRODUCT,VAR-0585,,,Palo Alto Networks PA-450 High-Availability Firewall / + 1-Year Enterprise Unified Threat Protection Suite,40,277000.00,10.00,1108000.00,18.0,1794960.00,11766960.00,ONE_TIME,WH-001,ALLOCATED
QL-00406,QT-MUM-0090,5,SERVICE,,SRV-017,,Core Switch Firmware Upgrade & High-Availability Test,1,14500.00,0.00,0.00,18.0,2610.00,17110.00,ONE_TIME,,PENDING
QL-00407,QT-MUM-0091,1,PRODUCT,VAR-0227,,,Fortinet FortiGate 400F Datacenter Security Gateway / Hardware Appliance / Base Bundle,5,780000.00,12.00,468000.00,18.0,617760.00,4049760.00,ONE_TIME,WH-001,ALLOCATED
QL-00408,QT-MUM-0091,2,PRODUCT,VAR-0621,,,Lenovo ThinkVision P27u-20 27-inch 4K Thunderbolt 4 Display / + Heavy-Duty Gas-Spring Ergonomic Desk Mount,20,63300.00,0.00,0.00,18.0,227880.00,1493880.00,ONE_TIME,WH-001,ALLOCATED
QL-00409,QT-MUM-0091,3,PRODUCT,VAR-0073,,,Lenovo ThinkCentre M70a Gen 3 21.5 AIO / 16GB RAM / 512GB NVMe / Win 11 Pro,20,77000.00,12.00,184800.00,18.0,243936.00,1599136.00,ONE_TIME,WH-001,ALLOCATED
QL-00410,QT-MUM-0091,4,PRODUCT,VAR-0014,,,Core i7-1365U / 32GB / 1TB SSD / Win 11 Pro,2,131000.00,5.00,13100.00,18.0,44802.00,293702.00,ONE_TIME,WH-001,ALLOCATED
QL-00411,QT-MUM-0092,1,PRODUCT,VAR-0426,,,Lenovo ThinkCentre M90q Gen 4 Tiny Desktop / 32GB DDR5 / 1TB NVMe / Win 11 Pro,25,95160.00,0.00,0.00,18.0,428220.00,2807220.00,ONE_TIME,WH-001,ALLOCATED
QL-00412,QT-MUM-0092,2,PRODUCT,VAR-0378,,,Core i7-1370P / 32GB DDR5 / 1TB NVMe / Win 11 Pro,40,222040.00,0.00,0.00,18.0,1598688.00,10480288.00,ONE_TIME,WH-001,ALLOCATED
