recommendation_id,source_product_id,recommended_product_id,recommendation_type,confidence_score,co_purchase_rate,margin_delta,priority,promotion_active,minimum_margin_percent,reason,status
REC-0510,PROD-0167,PROD-0210,CROSS_SELL,0.94,0.88,16.0,1,True,20.0,16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0511,PROD-0167,PROD-0288,ATTACHMENT,0.96,0.9,12.0,2,True,20.0,Online double-conversion UPS prevents cache write-back corruption,ACTIVE
REC-0512,PROD-0168,PROD-0188,CROSS_SELL,0.94,0.88,16.0,1,True,20.0,16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0513,PROD-0168,PROD-0274,ATTACHMENT,0.96,0.9,12.0,2,True,20.0,Online double-conversion UPS prevents cache write-back corruption,ACTIVE
REC-0514,PROD-0169,PROD-0187,CROSS_SELL,0.94,0.88,16.0,1,True,20.0,16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0515,PROD-0169,PROD-0282,ATTACHMENT,0.96,0.9,12.0,2,True,20.0,Online double-conversion UPS prevents cache write-back corruption,ACTIVE
REC-0516,PROD-0170,PROD-0209,CROSS_SELL,0.94,0.88,16.0,1,True,20.0,16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0517,PROD-0170,PROD-0289,ATTACHMENT,0.96,0.9,12.0,2,True,20.0,Online double-conversion UPS prevents cache write-back corruption,ACTIVE
REC-0518,PROD-0171,PROD-0208,CROSS_SELL,0.94,0.88,16.0,1,True,20.0,16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0519,PROD-0171,PROD-0280,ATTACHMENT,0.96,0.9,12.0,2,True,20.0,Online double-conversion UPS prevents cache write-back corruption,ACTIVE
REC-0520,PROD-0172,PROD-0207,CROSS_SELL,0.94,0.88,16.0,1,True,20.0,16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0521,PROD-0172,PROD-0282,ATTACHMENT,0.96,0.9,12.0,2,True,20.0,Online double-conversion UPS prevents cache write-back corruption,ACTIVE
REC-0522,PROD-0173,PROD-0205,CROSS_SELL,0.94,0.88,16.0,1,True,20.0,16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0523,PROD-0173,PROD-0289,ATTACHMENT,0.96,0.9,12.0,2,True,20.0,Online double-conversion UPS prevents cache write-back corruption,ACTIVE
REC-0524,PROD-0174,PROD-0210,CROSS_SELL,0.94,0.88,16.0,1,True,20.0,16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0525,PROD-0174,PROD-0277,ATTACHMENT,0.96,0.9,12.0,2,True,20.0,Online double-conversion UPS prevents cache write-back corruption,ACTIVE
REC-0526,PROD-0175,PROD-0196,CROSS_SELL,0.94,0.88,16.0,1,True,20.0,16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0527,PROD-0175,PROD-0282,ATTACHMENT,0.96,0.9,12.0,2,True,20.0,Online double-conversion UPS prevents cache write-back corruption,ACTIVE
REC-0528,PROD-0176,PROD-0204,CROSS_SELL,0.94,0.88,16.0,1,True,20.0,16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0529,PROD-0176,PROD-0279,ATTACHMENT,0.96,0.9,12.0,2,True,20.0,Online double-conversion UPS prevents cache write-back corruption,ACTIVE
REC-0530,PROD-0177,PROD-0206,CROSS_SELL,0.94,0.88,16.0,1,True,20.0,16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0531,PROD-0177,PROD-0274,ATTACHMENT,0.96,0.9,12.0,2,True,20.0,Online double-conversion UPS prevents cache write-back corruption,ACTIVE
REC-0532,PROD-0178,PROD-0188,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0533,PROD-0178,PROD-0283,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0534,PROD-0179,PROD-0208,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0535,PROD-0179,PROD-0286,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0536,PROD-0180,PROD-0196,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0537,PROD-0180,PROD-0287,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0538,PROD-0181,PROD-0204,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0539,PROD-0181,PROD-0287,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0540,PROD-0182,PROD-0209,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0541,PROD-0182,PROD-0276,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0542,PROD-0183,PROD-0189,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0543,PROD-0183,PROD-0276,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0544,PROD-0184,PROD-0208,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0545,PROD-0184,PROD-0279,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0546,PROD-0185,PROD-0209,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0547,PROD-0185,PROD-0281,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0548,PROD-0186,PROD-0209,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0549,PROD-0186,PROD-0274,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0550,PROD-0187,PROD-0210,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0551,PROD-0187,PROD-0275,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0552,PROD-0188,PROD-0207,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0553,PROD-0188,PROD-0287,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0554,PROD-0189,PROD-0210,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0555,PROD-0189,PROD-0280,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0556,PROD-0190,PROD-0210,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0557,PROD-0190,PROD-0273,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0558,PROD-0191,PROD-0204,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0559,PROD-0191,PROD-0287,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0560,PROD-0192,PROD-0206,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0561,PROD-0192,PROD-0288,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0562,PROD-0193,PROD-0208,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0563,PROD-0193,PROD-0283,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0564,PROD-0194,PROD-0209,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0565,PROD-0194,PROD-0287,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0566,PROD-0195,PROD-0196,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0567,PROD-0195,PROD-0283,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0568,PROD-0196,PROD-0185,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0569,PROD-0196,PROD-0286,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0570,PROD-0197,PROD-0187,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0571,PROD-0197,PROD-0270,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0572,PROD-0198,PROD-0205,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0573,PROD-0198,PROD-0274,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0574,PROD-0199,PROD-0185,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0575,PROD-0199,PROD-0271,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0576,PROD-0200,PROD-0189,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0577,PROD-0200,PROD-0278,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0578,PROD-0201,PROD-0188,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0579,PROD-0201,PROD-0279,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0580,PROD-0202,PROD-0209,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0581,PROD-0202,PROD-0278,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0582,PROD-0203,PROD-0188,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0583,PROD-0203,PROD-0271,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0584,PROD-0204,PROD-0210,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0585,PROD-0204,PROD-0279,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0586,PROD-0205,PROD-0189,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0587,PROD-0205,PROD-0287,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0588,PROD-0206,PROD-0185,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0589,PROD-0206,PROD-0281,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0590,PROD-0207,PROD-0206,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0591,PROD-0207,PROD-0273,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0592,PROD-0208,PROD-0287,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0593,PROD-0209,PROD-0189,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0594,PROD-0209,PROD-0287,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0595,PROD-0210,PROD-0205,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0596,PROD-0210,PROD-0277,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0597,PROD-0211,PROD-0207,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0598,PROD-0211,PROD-0279,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0599,PROD-0212,PROD-0210,ATTACHMENT,0.97,0.93,18.0,1,True,20.0,Certified high-speed optical transceivers for fiber backbone uplink,ACTIVE
REC-0600,PROD-0212,PROD-0271,ATTACHMENT,0.91,0.8,10.0,2,True,20.0,Rackmount power backup prevents packet loss and switch reboots,ACTIVE
REC-0601,PROD-0213,PROD-0205,ATTACHMENT,0.95,0.89,15.0,1,True,20.0,10G SFP+ optical interfaces for high-throughput perimeter inspection ports,ACTIVE
REC-0602,PROD-0213,PROD-0200,CROSS_SELL,0.9,0.81,14.0,2,True,20.0,Dedicated DMZ distribution switch for isolated security zones,ACTIVE
REC-0603,PROD-0214,PROD-0205,ATTACHMENT,0.95,0.89,15.0,1,True,20.0,10G SFP+ optical interfaces for high-throughput perimeter inspection ports,ACTIVE
REC-0604,PROD-0214,PROD-0191,CROSS_SELL,0.9,0.81,14.0,2,True,20.0,Dedicated DMZ distribution switch for isolated security zones,ACTIVE
REC-0605,PROD-0215,PROD-0207,ATTACHMENT,0.95,0.89,15.0,1,True,20.0,10G SFP+ optical interfaces for high-throughput perimeter inspection ports,ACTIVE
REC-0606,PROD-0215,PROD-0179,CROSS_SELL,0.9,0.81,14.0,2,True,20.0,Dedicated DMZ distribution switch for isolated security zones,ACTIVE
REC-0607,PROD-0216,PROD-0185,ATTACHMENT,0.95,0.89,15.0,1,True,20.0,10G SFP+ optical interfaces for high-throughput perimeter inspection ports,ACTIVE
REC-0608,PROD-0216,PROD-0189,CROSS_SELL,0.9,0.81,14.0,2,True,20.0,Dedicated DMZ distribution switch for isolated security zones,ACTIVE
REC-0609,PROD-0217,PROD-0189,ATTACHMENT,0.95,0.89,15.0,1,True,20.0,10G SFP+ optical interfaces for high-throughput perimeter inspection ports,ACTIVE
REC-0610,PROD-0217,PROD-0203,CROSS_SELL,0.9,0.81,14.0,2,True,20.0,Dedicated DMZ distribution switch for isolated security zones,ACTIVE
REC-0611,PROD-0218,PROD-0189,ATTACHMENT,0.95,0.89,15.0,1,True,20.0,10G SFP+ optical interfaces for high-throughput perimeter inspection ports,ACTIVE
REC-0612,PROD-0218,PROD-0195,CROSS_SELL,0.9,0.81,14.0,2,True,20.0,Dedicated DMZ distribution switch for isolated security zones,ACTIVE
REC-0613,PROD-0219,PROD-0208,ATTACHMENT,0.95,0.89,15.0,1,True,20.0,10G SFP+ optical interfaces for high-throughput perimeter inspection ports,ACTIVE
REC-0614,PROD-0219,PROD-0210,CROSS_SELL,0.9,0.81,14.0,2,True,20.0,Dedicated DMZ distribution switch for isolated security zones,ACTIVE
REC-0615,PROD-0220,PROD-0210,ATTACHMENT,0.95,0.89,15.0,1,True,20.0,10G SFP+ optical interfaces for high-throughput perimeter inspection ports,ACTIVE
REC-0616,PROD-0220,PROD-0187,CROSS_SELL,0.9,0.81,14.0,2,True,20.0,Dedicated DMZ distribution switch for isolated security zones,ACTIVE
REC-0617,PROD-0221,PROD-0210,ATTACHMENT,0.95,0.89,15.0,1,True,20.0,10G SFP+ optical interfaces for high-throughput perimeter inspection ports,ACTIVE
REC-0618,PROD-0221,PROD-0187,CROSS_SELL,0.9,0.81,14.0,2,True,20.0,Dedicated DMZ distribution switch for isolated security zones,ACTIVE
REC-0619,PROD-0222,PROD-0196,ATTACHMENT,0.95,0.89,15.0,1,True,20.0,10G SFP+ optical interfaces for high-throughput perimeter inspection ports,ACTIVE
REC-0620,PROD-0222,PROD-0203,CROSS_SELL,0.9,0.81,14.0,2,True,20.0,Dedicated DMZ distribution switch for isolated security zones,ACTIVE
REC-0621,PROD-0223,PROD-0188,ATTACHMENT,0.95,0.89,15.0,1,True,20.0,10G SFP+ optical interfaces for high-throughput perimeter inspection ports,ACTIVE
REC-0622,PROD-0223,PROD-0181,CROSS_SELL,0.9,0.81,14.0,2,True,20.0,Dedicated DMZ distribution switch for isolated security zones,ACTIVE
REC-0623,PROD-0224,PROD-0188,ATTACHMENT,0.95,0.89,15.0,1,True,20.0,10G SFP+ optical interfaces for high-throughput perimeter inspection ports,ACTIVE
REC-0624,PROD-0224,PROD-0185,CROSS_SELL,0.9,0.81,14.0,2,True,20.0,Dedicated DMZ distribution switch for isolated security zones,ACTIVE
REC-0625,PROD-0225,PROD-0210,ATTACHMENT,0.95,0.89,15.0,1,True,20.0,10G SFP+ optical interfaces for high-throughput perimeter inspection ports,ACTIVE
REC-0626,PROD-0225,PROD-0205,CROSS_SELL,0.9,0.81,14.0,2,True,20.0,Dedicated DMZ distribution switch for isolated security zones,ACTIVE
REC-0627,PROD-0226,PROD-0187,ATTACHMENT,0.95,0.89,15.0,1,True,20.0,10G SFP+ optical interfaces for high-throughput perimeter inspection ports,ACTIVE
REC-0628,PROD-0226,PROD-0200,CROSS_SELL,0.9,0.81,14.0,2,True,20.0,Dedicated DMZ distribution switch for isolated security zones,ACTIVE
REC-0629,PROD-0227,PROD-0185,ATTACHMENT,0.95,0.89,15.0,1,True,20.0,10G SFP+ optical interfaces for high-throughput perimeter inspection ports,ACTIVE
REC-0630,PROD-0227,PROD-0202,CROSS_SELL,0.9,0.81,14.0,2,True,20.0,Dedicated DMZ distribution switch for isolated security zones,ACTIVE
REC-0631,PROD-0228,PROD-0196,ATTACHMENT,0.95,0.89,15.0,1,True,20.0,10G SFP+ optical interfaces for high-throughput perimeter inspection ports,ACTIVE
REC-0632,PROD-0228,PROD-0210,CROSS_SELL,0.9,0.81,14.0,2,True,20.0,Dedicated DMZ distribution switch for isolated security zones,ACTIVE
REC-0633,PROD-0229,PROD-0196,ATTACHMENT,0.95,0.89,15.0,1,True,20.0,10G SFP+ optical interfaces for high-throughput perimeter inspection ports,ACTIVE
REC-0634,PROD-0229,PROD-0184,CROSS_SELL,0.9,0.81,14.0,2,True,20.0,Dedicated DMZ distribution switch for isolated security zones,ACTIVE
REC-0635,PROD-0230,PROD-0188,ATTACHMENT,0.95,0.89,15.0,1,True,20.0,10G SFP+ optical interfaces for high-throughput perimeter inspection ports,ACTIVE
REC-0636,PROD-0230,PROD-0189,CROSS_SELL,0.9,0.81,14.0,2,True,20.0,Dedicated DMZ distribution switch for isolated security zones,ACTIVE
REC-0637,PROD-0231,PROD-0185,ATTACHMENT,0.95,0.89,15.0,1,True,20.0,10G SFP+ optical interfaces for high-throughput perimeter inspection ports,ACTIVE
REC-0638,PROD-0231,PROD-0191,CROSS_SELL,0.9,0.81,14.0,2,True,20.0,Dedicated DMZ distribution switch for isolated security zones,ACTIVE
REC-0639,PROD-0232,PROD-0206,ATTACHMENT,0.95,0.89,15.0,1,True,20.0,10G SFP+ optical interfaces for high-throughput perimeter inspection ports,ACTIVE
REC-0640,PROD-0232,PROD-0184,CROSS_SELL,0.9,0.81,14.0,2,True,20.0,Dedicated DMZ distribution switch for isolated security zones,ACTIVE
REC-0641,PROD-0233,PROD-0185,ATTACHMENT,0.95,0.89,15.0,1,True,20.0,10G SFP+ optical interfaces for high-throughput perimeter inspection ports,ACTIVE
REC-0642,PROD-0233,PROD-0184,CROSS_SELL,0.9,0.81,14.0,2,True,20.0,Dedicated DMZ distribution switch for isolated security zones,ACTIVE
REC-0643,PROD-0234,PROD-0204,ATTACHMENT,0.95,0.89,15.0,1,True,20.0,10G SFP+ optical interfaces for high-throughput perimeter inspection ports,ACTIVE
REC-0644,PROD-0234,PROD-0179,CROSS_SELL,0.9,0.81,14.0,2,True,20.0,Dedicated DMZ distribution switch for isolated security zones,ACTIVE
REC-0645,PROD-0235,PROD-0209,ATTACHMENT,0.95,0.89,15.0,1,True,20.0,10G SFP+ optical interfaces for high-throughput perimeter inspection ports,ACTIVE
REC-0646,PROD-0235,PROD-0190,CROSS_SELL,0.9,0.81,14.0,2,True,20.0,Dedicated DMZ distribution switch for isolated security zones,ACTIVE
REC-0647,PROD-0236,PROD-0206,ATTACHMENT,0.95,0.89,15.0,1,True,20.0,10G SFP+ optical interfaces for high-throughput perimeter inspection ports,ACTIVE
REC-0648,PROD-0236,PROD-0210,CROSS_SELL,0.9,0.81,14.0,2,True,20.0,Dedicated DMZ distribution switch for isolated security zones,ACTIVE
REC-0649,PROD-0237,PROD-0204,ATTACHMENT,0.95,0.89,15.0,1,True,20.0,10G SFP+ optical interfaces for high-throughput perimeter inspection ports,ACTIVE
REC-0650,PROD-0237,PROD-0181,CROSS_SELL,0.9,0.81,14.0,2,True,20.0,Dedicated DMZ distribution switch for isolated security zones,ACTIVE
REC-0651,PROD-0238,PROD-0347,CROSS_SELL,0.89,0.8,10.0,1,True,20.0,"Thunderbolt docking station streamlines single-cable video, data and 100W charging",ACTIVE
REC-0652,PROD-0239,PROD-0344,CROSS_SELL,0.89,0.8,10.0,1,True,20.0,"Thunderbolt docking station streamlines single-cable video, data and 100W charging",ACTIVE
REC-0653,PROD-0240,PROD-0346,CROSS_SELL,0.89,0.8,10.0,1,True,20.0,"Thunderbolt docking station streamlines single-cable video, data and 100W charging",ACTIVE
REC-0654,PROD-0241,PROD-0343,CROSS_SELL,0.89,0.8,10.0,1,True,20.0,"Thunderbolt docking station streamlines single-cable video, data and 100W charging",ACTIVE
REC-0655,PROD-0242,PROD-0343,CROSS_SELL,0.89,0.8,10.0,1,True,20.0,"Thunderbolt docking station streamlines single-cable video, data and 100W charging",ACTIVE
REC-0656,PROD-0243,PROD-0346,CROSS_SELL,0.89,0.8,10.0,1,True,20.0,"Thunderbolt docking station streamlines single-cable video, data and 100W charging",ACTIVE
REC-0657,PROD-0244,PROD-0342,CROSS_SELL,0.89,0.8,10.0,1,True,20.0,"Thunderbolt docking station streamlines single-cable video, data and 100W charging",ACTIVE
REC-0658,PROD-0245,PROD-0346,CROSS_SELL,0.89,0.8,10.0,1,True,20.0,"Thunderbolt docking station streamlines single-cable video, data and 100W charging",ACTIVE
REC-0659,PROD-0246,PROD-0343,CROSS_SELL,0.89,0.8,10.0,1,True,20.0,"Thunderbolt docking station streamlines single-cable video, data and 100W charging",ACTIVE
REC-0660,PROD-0247,PROD-0345,CROSS_SELL,0.89,0.8,10.0,1,True,20.0,"Thunderbolt docking station streamlines single-cable video, data and 100W charging",ACTIVE
REC-0661,PROD-0248,PROD-0346,CROSS_SELL,0.89,0.8,10.0,1,True,20.0,"Thunderbolt docking station streamlines single-cable video, data and 100W charging",ACTIVE
REC-0662,PROD-0249,PROD-0346,CROSS_SELL,0.89,0.8,10.0,1,True,20.0,"Thunderbolt docking station streamlines single-cable video, data and 100W charging",ACTIVE
REC-0663,PROD-0250,PROD-0345,CROSS_SELL,0.89,0.8,10.0,1,True,20.0,"Thunderbolt docking station streamlines single-cable video, data and 100W charging",ACTIVE
REC-0664,PROD-0251,PROD-0342,CROSS_SELL,0.89,0.8,10.0,1,True,20.0,"Thunderbolt docking station streamlines single-cable video, data and 100W charging",ACTIVE
REC-0665,PROD-0252,PROD-0344,CROSS_SELL,0.89,0.8,10.0,1,True,20.0,"Thunderbolt docking station streamlines single-cable video, data and 100W charging",ACTIVE
REC-0666,PROD-0253,PROD-0343,CROSS_SELL,0.89,0.8,10.0,1,True,20.0,"Thunderbolt docking station streamlines single-cable video, data and 100W charging",ACTIVE
REC-0667,PROD-0254,PROD-0343,CROSS_SELL,0.89,0.8,10.0,1,True,20.0,"Thunderbolt docking station streamlines single-cable video, data and 100W charging",ACTIVE
REC-0668,PROD-0255,PROD-0347,CROSS_SELL,0.89,0.8,10.0,1,True,20.0,"Thunderbolt docking station streamlines single-cable video, data and 100W charging",ACTIVE
REC-0669,PROD-0256,PROD-0344,CROSS_SELL,0.89,0.8,10.0,1,True,20.0,"Thunderbolt docking station streamlines single-cable video, data and 100W charging",ACTIVE
REC-0670,PROD-0257,PROD-0344,CROSS_SELL,0.89,0.8,10.0,1,True,20.0,"Thunderbolt docking station streamlines single-cable video, data and 100W charging",ACTIVE
REC-0671,PROD-0258,PROD-0344,CROSS_SELL,0.89,0.8,10.0,1,True,20.0,"Thunderbolt docking station streamlines single-cable video, data and 100W charging",ACTIVE
REC-0672,PROD-0259,PROD-0344,CROSS_SELL,0.89,0.8,10.0,1,True,20.0,"Thunderbolt docking station streamlines single-cable video, data and 100W charging",ACTIVE
REC-0673,PROD-0260,PROD-0343,CROSS_SELL,0.89,0.8,10.0,1,True,20.0,"Thunderbolt docking station streamlines single-cable video, data and 100W charging",ACTIVE
REC-0674,PROD-0261,PROD-0346,CROSS_SELL,0.89,0.8,10.0,1,True,20.0,"Thunderbolt docking station streamlines single-cable video, data and 100W charging",ACTIVE
REC-0675,PROD-0262,PROD-0346,CROSS_SELL,0.89,0.8,10.0,1,True,20.0,"Thunderbolt docking station streamlines single-cable video, data and 100W charging",ACTIVE
REC-0676,PROD-0263,PROD-0345,CROSS_SELL,0.89,0.8,10.0,1,True,20.0,"Thunderbolt docking station streamlines single-cable video, data and 100W charging",ACTIVE
REC-0677,PROD-0264,PROD-0346,CROSS_SELL,0.89,0.8,10.0,1,True,20.0,"Thunderbolt docking station streamlines single-cable video, data and 100W charging",ACTIVE
REC-0678,PROD-0265,PROD-0347,CROSS_SELL,0.89,0.8,10.0,1,True,20.0,"Thunderbolt docking station streamlines single-cable video, data and 100W charging",ACTIVE
REC-0679,PROD-0266,PROD-0342,CROSS_SELL,0.89,0.8,10.0,1,True,20.0,"Thunderbolt docking station streamlines single-cable video, data and 100W charging",ACTIVE
REC-0680,PROD-0267,PROD-0342,CROSS_SELL,0.89,0.8,10.0,1,True,20.0,"Thunderbolt docking station streamlines single-cable video, data and 100W charging",ACTIVE
